Song,Quadrant,Title,Genres
MT0010394619,Q1,Yankee Doodle Never Went to Town,"Blues, Jazz, Vocal"
MT0010405928,Q2,Ghosts of War,Pop/Rock
MT0010444469,Q4,"We ""A"" Rockers",Reggae
MT0010468178,Q3,My Sweet Prince,Pop/Rock
MT0010477194,Q2,The Possibility of Life's Destruction,Pop/Rock
MT0010478882,Q1,Lucy in the Sky with Diamonds,"Rock & Roll,Singer/Songwriter,Contemporary Pop/Rock,Adult Contemporary,Pop/Rock"
MT0010480965,Q2,Spirit in Black,Pop/Rock
MT0010481194,Q2,They Declare It,Pop/Rock
MT0010482550,Q1,Shake It Well,"Blues, R&B"
MT0010484291,Q1,L-O-V-E,
MT0010485559,Q2,Disintegration/Free Money,Pop/Rock
MT0010487366,Q2,Spiritual Law,Pop/Rock
MT0010487702,Q2,Phantom Lord,"Heavy Metal,Speed/Thrash Metal,Pop/Rock"
MT0010502078,Q2,I Ain't No Joke,Rap
MT0010506192,Q3,By the Water,Blues
MT0010510852,Q1,Caldonia,Jazz
MT0010512527,Q4,"On the Atchison, Topeka and the Santa Fe","Stage & Screen, Vocal"
MT0010524453,Q1,Believe in Humanity,Pop/Rock
MT0010526041,Q2,Mercyful Fate,Pop/Rock
MT0010534904,Q4,Singalong Junk,"Children's, Pop/Rock"
MT0010543277,Q1,It's Still Rock and Roll to Me,Pop/Rock
MT0010545132,Q4,The Cuckoo,"Country, Folk, International"
MT0010548963,Q1,Love Isn't Easy (But It Sure Is Hard Enough),Pop/Rock
MT0010551970,Q4,I Have a Dream,Pop/Rock
MT0010552303,Q1,"If You Gotta Go, Go Now",Pop/Rock
MT0010554175,Q1,One Love,Electronic
MT0010554620,Q2,Super-Charger Heaven,Pop/Rock
MT0010570500,Q1,Rock-A-Bye,Jazz
MT0010574326,Q1,Over You,"Pop/Rock, R&B"
MT0010582452,Q4,Country Boy,Reggae
MT0010611876,Q1,"Signed, Sealed, Delivered I'm Yours",R&B
MT0010612023,Q2,Dirty Mack,Rap
MT0010615428,Q2,Info Kill II,Rap
MT0010616215,Q2,The Predator,Rap
MT0010617945,Q1,Jack Rabbit,"Country, Electronic, Pop/Rock"
MT0010620026,Q2,Blind,Rap
MT0010623104,Q2,Wicked,Rap
MT0010623318,Q4,Family Bible,"Country, Religious"
MT0010624346,Q2,Broke Willies,Rap
MT0010630017,Q3,This Heartache Never Sleeps,Country
MT0010652538,Q3,Nobody,"Country, Pop/Rock"
MT0010670378,Q4,My Kind of Girl,"Jazz, Pop/Rock, Vocal"
MT0010674530,Q3,Here with Me,Pop/Rock
MT0010674859,Q3,I Still Miss Someone,"Country, Pop/Rock"
MT0010676114,Q1,Seven Day Weekend,Pop/Rock
MT0010687397,Q2,Just One Fix,"Alternative/Indie Rock,Alternative Metal,Industrial,Industrial Metal"
MT0010694349,Q2,Assimilate,"Electronic, Pop/Rock"
MT0010695865,Q3,Thank You,Pop/Rock
MT0010699902,Q1,Let’s Go Crazy,
MT0010701929,Q3,Blue,"Country, Pop/Rock"
MT0010702370,Q1,"Do Me, Baby","Electronic, Pop/Rock, R&B"
MT0010702898,Q4,I'm Getting Sentimental Over You,"Pop/Rock, Vocal"
MT0010704053,Q3,Never Before,"British Metal,Hard Rock,Heavy Metal,Arena Rock,Rock & Roll,Pop/Rock"
MT0010705334,Q1,I Feel for You,"Electronic, Pop/Rock, R&B"
MT0010706869,Q1,Do It All Night,"Electronic, R&B"
MT0010710874,Q3,Cherry Pickin' Blues,"Blues, Jazz"
MT0010715611,Q2,Mr. Lucky,"Electronic, Pop/Rock"
MT0010723417,Q1,Chelsea Morning,Pop/Rock
MT0010723658,Q3,It's Just That Simple,Pop/Rock
MT0010723756,Q4,It's Only a Paper Moon,"Easy Listening, Jazz"
MT0010736208,Q2,Push 'Em Off,Rap
MT0010736281,Q2,Giant,Pop/Rock
MT0010739708,Q3,The Barber and His Wife,Stage & Screen
MT0010741386,Q3,Too Far Gone,Country
MT0010751134,Q3,Sleepless Nights,Country
MT0010753520,Q3,Changes,"Easy Listening, Pop/Rock"
MT0010754290,Q1,I Wanna Be Your Lover,"Electronic, Pop/Rock, R&B"
MT0010755212,Q1,My-My Kind of a Girl,Pop/Rock
MT0010777106,Q1,That Jane from Maine,Vocal
MT0010815151,Q3,Foolin' Myself,"Blues, Jazz, Vocal"
MT0010823031,Q3,Skid Row,Blues
MT0010849747,Q2,Running Around,Pop/Rock
MT0010850805,Q3,Last Night Blues,Blues
MT0010857270,Q2,Reaganomics,Pop/Rock
MT0010862394,Q3,Mean to Me,"Blues, Jazz, Vocal"
MT0010883435,Q1,Keep Gettin' It On,"R&B, Stage & Screen"
MT0010894865,Q2,Valley of Death,Pop/Rock
MT0010897525,Q2,Hear Nothing See Nothing Say Nothing,Pop/Rock
MT0010902792,Q1,Butterfly,Pop/Rock
MT0010922381,Q2,Battery,Pop/Rock
MT0010956902,Q1,Land of Make Believe,Jazz
MT0010961352,Q2,Crush 'Em,Pop/Rock
MT0010967419,Q4,Feel Like Makin' Love,R&B
MT0010978213,Q2,Mighty Healthy,Rap
MT0010980499,Q4,Somebody Bigger Than You and I,"Pop/Rock, Religious"
MT0010983695,Q2,Prince of Darkness,Pop/Rock
MT0010983830,Q2,Here Comes That Feeling,Pop/Rock
MT0010995725,Q2,Man That You Fear,Pop/Rock
MT0011069243,Q3,Out of This World,Pop/Rock
MT0011083648,Q2,Babe,"Electronic, Pop/Rock"
MT0011095825,Q3,In the Shadows,"Avant-Garde, Pop/Rock"
MT0011145388,Q2,Watch Yo Back,Rap
MT0011162069,Q3,I Won't Forget You,Country
MT0011204639,Q1,Lazy Days,Pop/Rock
MT0011252708,Q2,Millionaire Playas,Rap
MT0011271960,Q3,Hardtrance Acperience,Electronic
MT0011292112,Q4,Jingle Bells,"Country, Holiday"
MT0011302120,Q4,Which Will,"Folk, Pop/Rock"
MT0011308097,Q3,Narcoleptic,Pop/Rock
MT0011322528,Q2,Cause of Death,Pop/Rock
MT0011332604,Q4,Hey There,"Stage & Screen, Vocal"
MT0011342337,Q3,How Could You,R&B
MT0011348776,Q2,Ready to Rumble,Rap
MT0011353873,Q2,Screaming in the Night,"Heavy Metal,Hard Rock,Pop/Rock"
MT0011358600,Q4,"Aw Shucks, Hush Your Mouth",Blues
MT0011361934,Q2,No Tomorrow,Pop/Rock
MT0011369407,Q2,Earth by Invitation Only,Pop/Rock
MT0011374266,Q2,Born Again,"Electronic, Pop/Rock"
MT0011374342,Q4,Jah Bless,Reggae
MT0011376343,Q4,Jah Pickney -- R.A.R.,"Electronic, International, Reggae"
MT0011378875,Q2,Burning Flag,"Electronic, Pop/Rock"
MT0011387901,Q2,Maggie's Farm,Pop/Rock
MT0011391187,Q3,"Cold, Cold Feeling",Blues
MT0011391356,Q2,Rock Dat,Rap
MT0011395375,Q4,Lazy Days,"International, New Age, Pop/Rock"
MT0011398970,Q3,"Abraham, Martin and John","Folk, Vocal"
MT0011403548,Q4,The Song Remembers When,Country
MT0011405787,Q1,The Hippy Hippy Shake,
MT0011411969,Q2,Jimmies Dream,Pop/Rock
MT0011414270,Q3,(If Loving You Is Wrong) I Don't Want To Be Right/The Rap/(If ...),R&B
MT0011426003,Q2,Stoned Is the Way of the Walk,Rap
MT0011438643,Q2,F**k Wit Me Now,Rap
MT0011448773,Q1,Hang On to Yourself,Pop/Rock
MT0011451296,Q1,24 Hours a Day,"Blues, Jazz, Vocal"
MT0011487003,Q1,I'm Real,"Electronic, Latin, Pop/Rock"
MT0011503204,Q1,Love Don't Cost a Thing,"Electronic, Latin, Pop/Rock, R&B"
MT0011510700,Q1,Save Me,Pop/Rock
MT0011558921,Q1,Around and Around,"Blues, Pop/Rock"
MT0011580209,Q1,Just in Case,R&B
MT0011594132,Q1,Calling Dr. Love,Pop/Rock
MT0011594970,Q3,Don't Explain,"Jazz, Vocal"
MT0011624716,Q3,Who Wants the World?,Pop/Rock
MT0011630078,Q3,How Do You Do?,Pop/Rock
MT0011650689,Q4,Someone Singing,"Folk, Pop/Rock"
MT0011659985,Q4,Let's Fall in Love,"Jazz, Vocal"
MT0011677264,Q3,Every Generation Got It's Own Disease,"Electronic, Pop/Rock"
MT0011707340,Q2,Institutionalized,Pop/Rock
MT0011711878,Q4,Maria Elena,Country
MT0011712337,Q2,Casualty Vampires,Pop/Rock
MT0011716005,Q1,Steal My Kisses,Pop/Rock
MT0011739779,Q1,Love Me Tonight,"Electronic, Pop/Rock, Vocal"
MT0011741035,Q3,Procession,Pop/Rock
MT0011767762,Q1,Be-Bop-A-Lula,Pop/Rock
MT0011772341,Q1,Potential New Boyfriend,Country
MT0011776369,Q4,Little Cowboy,"Children's, Pop/Rock"
MT0011800641,Q3,Fire and Rain,"Country, Pop/Rock"
MT0011808566,Q1,Glory Days,Pop/Rock
MT0011809659,Q4,Desire Me,"Pop/Rock, R&B"
MT0011815949,Q4,Moonglow,"Jazz, Vocal"
MT0011818239,Q4,Goodnight My Love (Pleasant Dreams),Pop/Rock
MT0011821215,Q1,Sunflower,"Country, Pop/Rock"
MT0011827018,Q3,Spies in the Wires,"Avant-Garde, Pop/Rock"
MT0011842354,Q3,As Usual,"Country, Pop/Rock"
MT0011847514,Q1,Amateur Hour,"Electronic, Pop/Rock"
MT0011851412,Q4,More Than a Woman,"Electronic, R&B"
MT0011861922,Q1,Good Good Lovin',R&B
MT0011862487,Q4,Trouble in Mind,Country
MT0011869625,Q1,Abominable Snowman in the Market,Pop/Rock
MT0011870505,Q3,Old Apache Squaw,Country
MT0011873776,Q1,"Merry Christmas, Baby","Holiday, Pop/Rock, R&B"
MT0011878109,Q1,What Is Life,Pop/Rock
MT0011879943,Q2,Who's Gonna Fight in the Third World War?,Pop/Rock
MT0011881944,Q1,Yield Not to Temptation,Blues
MT0011886864,Q3,Evil Woman,Blues
MT0011894681,Q3,Baby You Don't Want Me,Blues
MT0011895910,Q1,Rubber Biscuit,R&B
MT0011896804,Q4,(There's No Place Like) Home for the Holidays,"Holiday, Pop/Rock"
MT0011897338,Q3,It Hasn't Happened Yet,Country
MT0011904586,Q3,Last Night I DreaMT That Somebody Loved Me,Pop/Rock
MT0011908274,Q4,The Christmas Waltz,"Holiday, Pop/Rock"
MT0011908732,Q3,Blue Monday,
MT0011909571,Q1,When I Get Home,"Rock & Roll,Pop/Rock,Contemporary Pop/Rock,British Invasion,Merseybeat,Early Pop/Rock"
MT0011910522,Q4,But Beautiful,"Jazz, Vocal"
MT0011914836,Q1,I Saw Her Standing There,Pop/Rock
MT0011916674,Q1,Grand Ole Opry Song,Country
MT0011920419,Q1,"Got My Mojo Working, Pt. 1",Blues
MT0011921060,Q2,Tie You Up (The Pain of Love),Pop/Rock
MT0011922905,Q4,St. Judy's Comet,"Children's, Pop/Rock"
MT0011924283,Q1,"Oh, Pretty Woman",R&B
MT0011924316,Q2,War Pigs,"Electronic, International, Pop/Rock"
MT0011924930,Q1,All I Want for Christmas Is You,"Holiday, Pop/Rock, R&B"
MT0011928183,Q1,Paralyzed,"Rockabilly,Pop/Rock,Early Pop/Rock,Rock & Roll"
MT0011929096,Q4,The Unclouded Day,Pop/Rock
MT0011933875,Q1,Never Too Much,"Pop/Rock, R&B"
MT0011937155,Q2,Architecture of Aggression,"Heavy Metal,Speed/Thrash Metal"
MT0011937271,Q3,Lush Life,"Jazz, Vocal"
MT0011940781,Q2,Psychotron,"Heavy Metal,Speed/Thrash Metal,Pop/Rock"
MT0011943335,Q2,Countdown to Extinction,"Heavy Metal,Speed/Thrash Metal,Pop/Rock"
MT0011943549,Q2,It Ain't,Rap
MT0011944405,Q2,Captive Honour,"Heavy Metal,Speed/Thrash Metal"
MT0011945627,Q1,Just One Look,"Country, Pop/Rock"
MT0011945841,Q2,Foreclosure of a Dream,"Heavy Metal,Speed/Thrash Metal,Pop/Rock"
MT0011946105,Q4,Full Force Gale,"Pop/Rock, R&B"
MT0011950450,Q1,Hark! The Herald Angels Sing,"Holiday, Pop/Rock"
MT0011956397,Q3,Love Me Forever,Pop/Rock
MT0011957429,Q1,Stubborn Kind of Fellow,R&B
MT0011959819,Q2,Sickness,Pop/Rock
MT0011961925,Q3,1982,Country
MT0011963777,Q2,Deadly Intentions,Pop/Rock
MT0011975274,Q2,Crime Story,"R&B, Rap"
MT0011982393,Q4,Young at Heart,"Jazz, Vocal"
MT0011991382,Q2,Halo of Flies,Pop/Rock
MT0011999773,Q1,You Want This,"Electronic, Pop/Rock, R&B"
MT0012000832,Q4,Door Peep,Reggae
MT0012001409,Q2,Gota Let Your Nuts Hang,Rap
MT0012001684,Q1,Hot Stuff,"Electronic, R&B"
MT0012004909,Q3,Reed Jake,Country
MT0012004929,Q1,2 of a Kind,"Pop/Rock, R&B"
MT0012005920,Q1,Great Balls of Fire,Country
MT0012009054,Q2,Evil Walks,Pop/Rock
MT0012011991,Q4,Throw Down Your Arms,Reggae
MT0012013969,Q3,Through the Eyes of a Fool,Country
MT0012014382,Q1,Freedom,"Electronic, Pop/Rock"
MT0012016955,Q1,Lovely,R&B
MT0012017035,Q4,Silent Night,Holiday
MT0012023721,Q1,Ghetto Booty,R&B
MT0012028572,Q2,My Summer Vacation,"Gangsta Rap,Hardcore Rap,West Coast Rap,Golden Age,Rap"
MT0012030545,Q2,The Nigga Ya Love to Hate,"Golden Age,Gangsta Rap,West Coast Rap,Hardcore Rap,Rap"
MT0012030591,Q1,Upside Down,"Electronic, R&B"
MT0012030863,Q2,Another Nigger in the Morgue,Rap
MT0012031327,Q2,The Wrong Nigga to Fuck Wit,"Hardcore Rap,West Coast Rap,Golden Age,Gangsta Rap,Rap"
MT0012033786,Q2,No Vaseline,"Gangsta Rap,West Coast Rap,Rap,Golden Age,Hardcore Rap"
MT0012034242,Q4,Circle of Friends,"New Age, Religious"
MT0012034674,Q2,Endangered Species (Tales From the Darkside),"West Coast Rap,Gangsta Rap,Hardcore Rap,Golden Age,Rap"
MT0012035583,Q3,Neon Moon,Country
MT0012041920,Q1,Cool Drink of Water,Country
MT0012067911,Q3,It Serves Me Right to Suffer,Blues
MT0012070590,Q4,How Are Things in Glocca Morra?,Stage & Screen
MT0012100576,Q2,Hounddogz,Rap
MT0012102419,Q4,Ben,"Contemporary Pop/Rock,Pop-Soul,Motown,Soul,AM Pop,Pop/Rock,R&B"
MT0012116237,Q2,Another Victim,Pop/Rock
MT0012122028,Q2,Walls of Silence,Pop/Rock
MT0012159808,Q4,My Old Flame,"Jazz, Vocal"
MT0012160452,Q4,Long Ago (And Far Away),Jazz
MT0012167461,Q4,Cry on My Shoulder,"Blues, Pop/Rock"
MT0012168258,Q4,Tenderly,"Jazz, Vocal"
MT0012168286,Q2,Chosen Race,Pop/Rock
MT0012307428,Q3,Crying Blind,"Blues, R&B"
MT0012317309,Q3,Worrying My Mind,Blues
MT0012330276,Q4,Whole New World (Aladdin's Theme),Stage & Screen
MT0012333553,Q4,Europe Endless,"Avant-Garde, Pop/Rock"
MT0012334245,Q1,Private Eyes,"Punk/New Wave,New Wave,Soul,Pop/Rock,Blue-Eyed Soul,Contemporary Pop/Rock,R&B"
MT0012396528,Q1,Bring 'Em on In,"Blues, Pop/Rock"
MT0012398546,Q1,One Two Brown Eyes,"Blues, Pop/Rock"
MT0012430736,Q1,Call My Name,"Blues, Pop/Rock, R&B"
MT0012435395,Q3,You Don't Know What Love Is,Jazz
MT0012438211,Q2,Warhead,Pop/Rock
MT0012451751,Q4,Remember,"Easy Listening, Jazz, Vocal"
MT0012455611,Q1,Hundred Mile High City,Pop/Rock
MT0012459878,Q3,Blandest,Pop/Rock
MT0012468115,Q3,Tired of Waiting for You,Pop/Rock
MT0012477572,Q4,One Voice,Pop/Rock
MT0012494520,Q1,Daydream,
MT0012505137,Q4,Rudolph the Red-Nosed Reindeer,"Country, Holiday"
MT0012509093,Q1,My One Desire,Pop/Rock
MT0012510592,Q3,I'm Tired/Where Am I,"Blues, Pop/Rock"
MT0012521149,Q1,Stubborn Kind of Fellow [Single Version (Mono)],R&B
MT0012619690,Q1,"South America, Take It Away!",Vocal
MT0012634038,Q3,The Crawl,Pop/Rock
MT0012637285,Q3,American Mary,Pop/Rock
MT0012639323,Q1,Plastic Man,Pop/Rock
MT0012644193,Q4,God Follower,"New Age, Pop/Rock, Religious"
MT0012645597,Q2,Decapitated,Pop/Rock
MT0012649676,Q2,It's the Limit,Pop/Rock
MT0012658386,Q3,Since I Fell for You,"Blues, Jazz, R&B"
MT0012666474,Q3,The Drugs Don't Work,Pop/Rock
MT0012697686,Q1,I Could Write a Book,Jazz
MT0012698055,Q4,(It Must Have Been Ol') Santa Claus,"Holiday, Pop/Rock"
MT0012738934,Q2,So What,"Pop/Rock,Punk/New Wave,Punk,British Punk"
MT0012740185,Q4,Sophia,Vocal
MT0012773883,Q4,Like Someone in Love,"Jazz, Vocal"
MT0012777233,Q1,La Passion,Electronic
MT0012809291,Q3,Guess My Eyes Were Bigger Than My Heart,Country
MT0012811141,Q3,I Can't Stop Loving You,Country
MT0012823048,Q3,"Darling, You Know I Wouldn't Lie",Country
MT0012844418,Q3,I Wonder What She'll Think About Me Leaving,Country
MT0012854734,Q3,The Violet and a Rose,Country
MT0012855159,Q2,Desert Rain,Pop/Rock
MT0012862507,Q4,I Guess I've Come to Live Here in Your Eyes,"Country, Pop/Rock, Reggae"
MT0012863101,Q1,You're Only Human (Second Wind),"Album Rock,Contemporary Pop/Rock,Soft Rock,Pop/Rock"
MT0012865192,Q2,Boston Babies,Pop/Rock
MT0012895822,Q1,Shall We Dance?,"Stage & Screen, Vocal"
MT0012900592,Q2,This Is Radio Clash,"Electronic, Pop/Rock"
MT0012909507,Q2,Limpwristed,Pop/Rock
MT0012914763,Q2,Get Up While You Can,Electronic
MT0012930833,Q2,Soldier,Rap
MT0012933678,Q1,The Mexican 2002,"Electronic, Latin, Pop/Rock"
MT0012976100,Q1,Boggie Woogie Woman,Blues
MT0012988776,Q3,How Much More Can She Stand,Country
MT0013003902,Q4,Dedicated to You,"Blues, Jazz, Vocal"
MT0013056573,Q4,Over the Rainbow,"Stage & Screen, Vocal"
MT0013056830,Q4,Fly Butterfly Fly,Country
MT0013058008,Q2,Flick of the Switch,Pop/Rock
MT0013063104,Q4,I've Got You Under My Skin,"Jazz, Vocal"
MT0013064857,Q1,Evening of the Day,Pop/Rock
MT0013070871,Q3,I Went to Your Wedding,Country
MT0013087767,Q2,Rocks Will Fall,Pop/Rock
MT0013101577,Q1,I Saw Her Standing There,Pop/Rock
MT0013104929,Q1,I Feel for You,"Electronic, Pop/Rock, R&B"
MT0013105517,Q4,My Love,Pop/Rock
MT0013115311,Q4,Blackbird,Pop/Rock
MT0013148928,Q1,Tweedle Dee and Tweedle Dum,Pop/Rock
MT0013156036,Q2,Suck the Dog,Pop/Rock
MT0013161246,Q3,I'm Glad for Your Sake (But I'm Sorry for Mine),"Latin, Pop/Rock"
MT0013176970,Q4,Hobo's Lullaby,Children's
MT0013177702,Q4,Sweet Georgie Fame,"Easy Listening, Jazz, Vocal"
MT0013184611,Q1,Gear Jammer,"Blues, Pop/Rock"
MT0013186132,Q1,No Money Down,"Rock & Roll,Pop/Rock"
MT0013193016,Q4,"Poems, Prayers and Promises","Country, Pop/Rock"
MT0013201347,Q1,Almost Grown,Pop/Rock
MT0013209458,Q3,How Many More Years,Blues
MT0013216725,Q2,Beware,Rap
MT0013219857,Q3,Lawdy Lawdy Blues,"Blues, Jazz"
MT0013228223,Q4,Together (Wherever We Go),Stage & Screen
MT0013236693,Q1,You Took the Words Right Out of My Mouth (Hot Summer Night),Pop/Rock
MT0013260233,Q3,"Daddy, When Is Mommy Coming Home",Country
MT0013280170,Q4,"Black, Brown and White",Blues
MT0013283837,Q3,That's What It's Like to Be Lonesome,Country
MT0013289749,Q3,Liquid Pig,Pop/Rock
MT0013305827,Q4,I've Been Loved by the Best,Country
MT0013328261,Q3,"Baby, What's on Your Mind","Blues, R&B"
MT0013349760,Q3,Misty Morning Rain,Country
MT0013350034,Q1,Steppin' Out With My Baby,"Stage & Screen, Vocal"
MT0013411556,Q4,Every Beat of My Heart,R&B
MT0013416300,Q3,Harbor Lights,R&B
MT0013418800,Q2,Peer Pressure,Pop/Rock
MT0013425007,Q3,My Favorite Mistake,Pop/Rock
MT0013427388,Q1,A Change Would Do You Good,Pop/Rock
MT0013430944,Q3,Strong Enough,"Pop/Rock,American Trad Rock,Alternative/Indie Rock,Contemporary Pop/Rock,Adult Alternative Pop/Rock"
MT0013458428,Q3,Least of All,Country
MT0013464231,Q1,Love @ 1st Sight,"Electronic, R&B"
MT0013524535,Q2,Blow It Out,"Electronic, Rap"
MT0013583287,Q1,Bang Bang,Latin
MT0013590244,Q1,Let's Get It On,"R&B, Stage & Screen"
MT0013602925,Q2,Piece by Piece,Pop/Rock
MT0013610638,Q2,Praise of Death,Pop/Rock
MT0013612461,Q2,The Christmas Song,Rap
MT0013613711,Q2,Fight Till Death,Pop/Rock
MT0013616609,Q2,Ooh Aah,Rap
MT0013637631,Q1,Brazilian Rhyme,R&B
MT0013649307,Q3,Wherever You Are,Country
MT0013658337,Q1,Lovable,"Country, Pop/Rock"
MT0013666337,Q3,Coming on Strong,"Country, Pop/Rock"
MT0013676763,Q4,Gospel Way,Country
MT0013678986,Q1,Secret (Take You Home),"Electronic, International, Pop/Rock"
MT0013693326,Q4,Lookin' for Love,"Country, Pop/Rock"
MT0013743441,Q2,Heaven Is Falling,Pop/Rock
MT0013746403,Q3,Someone's Gotta Cry,Country
MT0013751364,Q2,Gangsta Gangsta,"West Coast Rap,Gangsta Rap,Hardcore Rap,Golden Age,Rap"
MT0013752990,Q2,Bring the Noise,Pop/Rock
MT0013758625,Q1,Sweet Little Sixteen or Johnny B. Goode,Pop/Rock
MT0013764945,Q3,Put It Off Until Tomorrow,Country
MT0013795989,Q1,Triple Trouble,"Alternative/Indie Rock,Pop/Rock,Alternative Pop/Rock,Alternative Rap,Rap"
MT0013800071,Q1,Naughty Girl,"Pop/Rock, R&B"
MT0013805035,Q1,Foxey Lady,
MT0013809208,Q1,God Is a DJ [Hyper Remix],Pop/Rock
MT0013833732,Q4,Somebody Loves You,"Country, Pop/Rock"
MT0013868618,Q3,A Place to Fall Apart,Country
MT0013881862,Q2,Time's Up,Pop/Rock
MT0013900095,Q1,Decent Days and Nights,Pop/Rock
MT0013906090,Q1,Party Line,"British Invasion,Contemporary Pop/Rock,Rock & Roll,Pop/Rock"
MT0013915372,Q4,King of Glory,Religious
MT0013921881,Q2,Da Mystery of Chessboxin',Rap
MT0013923586,Q4,This Old Man,"Children's, Folk"
MT0013924254,Q1,A House in the Country,"Contemporary Pop/Rock,Rock & Roll,British Invasion,Pop/Rock"
MT0013929650,Q1,I Wanna Be Like You (The Monkey Song),"Blues, Stage & Screen"
MT0013930651,Q1,Jingle Bells,"Holiday, Pop/Rock"
MT0013940832,Q4,Wish Liszt (Toy Shop Madness),"Holiday, Pop/Rock"
MT0013955066,Q4,Scarborough Fair,"International, Latin, Pop/Rock"
MT0013960578,Q1,Uncle Pen,Country
MT0013979875,Q2,What's My Name,Rap
MT0014005525,Q1,Signs,Rap
MT0014082915,Q1,Twenty Four Hours a Day,"Blues, Jazz, Vocal"
MT0014097994,Q2,Breaking the Law,
MT0014116864,Q2,Camouflage & Murder,Rap
MT0014118699,Q3,You Always Hur the One You Love,Vocal
MT0014121590,Q2,Preaching to the Converted,Pop/Rock
MT0014135173,Q2,Resurrection #9,Pop/Rock
MT0014192089,Q1,Rain [Radio Remix],"Electronic, Pop/Rock"
MT0014209882,Q2,It*s Murda,Rap
MT0014215479,Q4,Love Kamikaze,"International, Pop/Rock, R&B"
MT0014439055,Q2,My Damnation,"Electronic, International, Pop/Rock"
MT0014472963,Q2,Paranoid,Rap
MT0014498396,Q4,Be Thou Near to Me,"New Age, Pop/Rock, Religious"
MT0014553025,Q1,I Got a Woman,"Jazz, R&B"
MT0014553172,Q4,And Now My Lifesong Sings,Religious
MT0014554353,Q1,Don't Cha,"Electronic, Pop/Rock, R&B"
MT0014555701,Q1,Beep,"Electronic, Pop/Rock, R&B"
MT0014581361,Q2,Among the Living,Pop/Rock
MT0014584319,Q4,Heart of Mine,R&B
MT0014584473,Q3,Mystery Train,"Blues, R&B"
MT0014586720,Q1,Take This Ring,"Pop/Rock, R&B"
MT0014594482,Q2,A.I.R.,Pop/Rock
MT0014612093,Q4,Friends,"R&B, Rap"
MT0014615863,Q2,Trill Recognize Trill,Rap
MT0014619583,Q1,Street Corner,R&B
MT0014624309,Q4,Forever More (I'll Be the One),New Age
MT0014650353,Q4,Africa Unite,Reggae
MT0014650360,Q1,I Didn't Mean to Turn You On,"Pop/Rock, R&B"
MT0014664637,Q1,Fruitcakes,Pop/Rock
MT0014665667,Q3,Blue Christmas,"Holiday, Pop/Rock"
MT0014665693,Q3,What Will I Tell My Heart,"Pop/Rock, R&B"
MT0014693814,Q3,House on the Lake,"Country, Pop/Rock"
MT0014703649,Q2,Heartz of Men,Rap
MT0014724547,Q4,A New Kingdom,"Holiday, R&B"
MT0014752461,Q4,When a Man Loves a Woman,R&B
MT0014756127,Q2,Proof,Pop/Rock
MT0014762437,Q2,Brooks Wuz Here,Pop/Rock
MT0014781093,Q1,I Got Stung,Pop/Rock
MT0014790813,Q2,Pop U,Rap
MT0014798420,Q3,Ain't Life Grand,Rap
MT0014804830,Q3,Now I Know,Pop/Rock
MT0014826870,Q4,So Many Ways,R&B
MT0014829611,Q4,Love in Bloom,"American Popular Song,Jazz,Vocal Jazz,Vocal,Tin Pan Alley Pop"
MT0014838459,Q2,Leader,Pop/Rock
MT0014845647,Q2,Gangree,Pop/Rock
MT0014859055,Q2,Nice Try Suicide Guy,Pop/Rock
MT0014880463,Q2,Touch It or Not,Rap
MT0014884525,Q2,(Don't Worry) If There's a Hell Below We're All Going to Go,"R&B, Stage & Screen"
MT0014936205,Q3,There Goes My Baby,"Pop/Rock, R&B"
MT0014936656,Q4,Silver Bells,Holiday
MT0014948707,Q2,I Run S***,"Electronic, Rap"
MT0014953592,Q2,Life Be My Song,"Electronic, Rap"
MT0014957211,Q2,Give 'Em What They Want,"Electronic, Rap"
MT0014964772,Q2,We in Here,Rap
MT0014974957,Q2,Consfearacy,"Electronic, Pop/Rock"
MT0014980594,Q2,Flesh Storm,Pop/Rock
MT0014992356,Q1,Candyman,"Pop/Rock, R&B"
MT0014997916,Q2,Slow Down,"R&B, Rap"
MT0014998332,Q1,Come Go with Me,"Pop/Rock, R&B"
MT0014998906,Q3,Leonard,Country
MT0015004867,Q2,American Werewolves in London,"Electronic, Pop/Rock"
MT0015005100,Q1,Too Darn Hot,"Jazz, Vocal"
MT0015019608,Q2,Buried with Children,"Electronic, Pop/Rock"
MT0015026273,Q2,From Victim to Killer,"Electronic, Pop/Rock"
MT0015026293,Q4,O Christmas Tree (O Tannenbaum),"Comedy/Spoken, Holiday"
MT0015028144,Q1,So Simple,"Pop/Rock, Religious"
MT0015029364,Q4,There's My Lover,Vocal
MT0015032338,Q4,Once in Love with Amy,"Stage & Screen, Vocal"
MT0015034564,Q2,Lying Through Your Teeth,"Electronic, Pop/Rock"
MT0015139461,Q3,Drama,"Pop/Rock, R&B"
MT0015428521,Q1,I Got Rhythm,Jazz
MT0015465230,Q3,I'm Through with Love,"Jazz, Vocal"
MT0015469804,Q2,It's Okay (One Blood),Rap
MT0015471594,Q4,We're Goin' to the Country!,"Folk, Pop/Rock"
MT0015477550,Q4,Only at Christmas Time,"Folk, Pop/Rock"
MT0015494518,Q2,Murder of a Teenage Life,Rap
MT0015506396,Q4,His Eyes,"New Age, Pop/Rock, Religious"
MT0015506741,Q4,I Will Be Here,"New Age, Pop/Rock, Religious"
